Kennziffer,Raumeinheit,Aggregat,Jahr,Arbeitslosenquote,Wahlbeteiligung,Durchschnittsalter,BIP,Stadt_Land
08421,"Ulm, Stadt",krsfr. Stadt,2002,6.7,80,40.4,48.9,NA
08421,"Ulm, Stadt",krsfr. Stadt,2003,7.5,NA,40.5,51.2,NA
08421,"Ulm, Stadt",krsfr. Stadt,2004,7.9,NA,40.8,52.8,NA
08421,"Ulm, Stadt",krsfr. Stadt,2005,9.9,77.1,40.9,55.3,NA
08421,"Ulm, Stadt",krsfr. Stadt,2006,8.3,NA,41.1,57.2,NA
08421,"Ulm, Stadt",krsfr. Stadt,2007,5.9,NA,41.2,62.1,NA
08421,"Ulm, Stadt",krsfr. Stadt,2008,4.8,NA,41.3,60.9,NA
08421,"Ulm, Stadt",krsfr. Stadt,2009,5.8,71.4,41.5,59.8,NA
08421,"Ulm, Stadt",krsfr. Stadt,2010,5.4,NA,41.6,62.9,NA
08421,"Ulm, Stadt",krsfr. Stadt,2011,4.5,NA,41.3,69.3,NA
08421,"Ulm, Stadt",krsfr. Stadt,2012,4.7,NA,41.3,68.3,NA
08421,"Ulm, Stadt",krsfr. Stadt,2013,5,73.2,41.4,69.5,NA
08421,"Ulm, Stadt",krsfr. Stadt,2014,4.7,NA,41.5,69.1,NA
08421,"Ulm, Stadt",krsfr. Stadt,2015,4.5,NA,41.4,72.9,NA
08421,"Ulm, Stadt",krsfr. Stadt,2016,4.3,NA,41.3,74.2,NA
08421,"Ulm, Stadt",krsfr. Stadt,2017,3.8,77.5,41.2,75,0
08425,Alb-Donau-Kreis,Landkreis,1998,5.6,83.5,37.9,NA,NA
08425,Alb-Donau-Kreis,Landkreis,1999,5.2,NA,38.1,NA,NA
08425,Alb-Donau-Kreis,Landkreis,2000,4.5,NA,38.3,19.8,NA
08425,Alb-Donau-Kreis,Landkreis,2001,4.2,NA,38.5,20,NA
08425,Alb-Donau-Kreis,Landkreis,2002,4.8,82.3,38.8,19.8,NA
08425,Alb-Donau-Kreis,Landkreis,2003,5.4,NA,39,19.6,NA
08425,Alb-Donau-Kreis,Landkreis,2004,5.4,NA,39.3,20,NA
08425,Alb-Donau-Kreis,Landkreis,2005,6.2,79.3,39.7,20.5,NA
08425,Alb-Donau-Kreis,Landkreis,2006,4.9,NA,40,21.9,NA
08425,Alb-Donau-Kreis,Landkreis,2007,3.5,NA,40.3,24.2,NA
08425,Alb-Donau-Kreis,Landkreis,2008,2.7,NA,40.6,25.6,NA
08425,Alb-Donau-Kreis,Landkreis,2009,3.9,73.4,40.9,23.3,NA
08425,Alb-Donau-Kreis,Landkreis,2010,3.6,NA,41.2,25.5,NA
08425,Alb-Donau-Kreis,Landkreis,2011,2.9,NA,41.5,26.6,NA
08425,Alb-Donau-Kreis,Landkreis,2012,3,NA,41.8,26.2,NA
08425,Alb-Donau-Kreis,Landkreis,2013,3.1,76,42,27.6,NA
08425,Alb-Donau-Kreis,Landkreis,2014,2.8,NA,42.2,28.5,NA
08425,Alb-Donau-Kreis,Landkreis,2015,2.8,NA,42.3,28.5,NA
08425,Alb-Donau-Kreis,Landkreis,2016,2.9,NA,42.4,29.8,NA
08425,Alb-Donau-Kreis,Landkreis,2017,2.7,79.8,42.5,30.6,1
08426,Biberach,Landkreis,1998,5.2,82,37.6,NA,NA
08426,Biberach,Landkreis,1999,4.8,NA,37.8,NA,NA
08426,Biberach,Landkreis,2000,3.9,NA,38,26.7,NA
08426,Biberach,Landkreis,2001,3.7,NA,38.3,27.6,NA
08426,Biberach,Landkreis,2002,4.2,80.4,38.5,28.7,NA
08426,Biberach,Landkreis,2003,5,NA,38.8,28.9,NA
08426,Biberach,Landkreis,2004,4.9,NA,39.1,30.5,NA
08426,Biberach,Landkreis,2005,5.6,77.6,39.4,32.4,NA
08426,Biberach,Landkreis,2006,4.2,NA,39.7,33.9,NA
08426,Biberach,Landkreis,2007,3.1,NA,40,36.5,NA
08426,Biberach,Landkreis,2008,2.3,NA,40.3,38.3,NA
08426,Biberach,Landkreis,2009,3.5,70.7,40.6,35.9,NA
08426,Biberach,Landkreis,2010,3.4,NA,40.9,38.4,NA
08426,Biberach,Landkreis,2011,2.5,NA,41.2,42,NA
08426,Biberach,Landkreis,2012,2.6,NA,41.5,45,NA
08426,Biberach,Landkreis,2013,2.8,73.4,41.8,43.8,NA
08426,Biberach,Landkreis,2014,2.6,NA,41.9,45.1,NA
08426,Biberach,Landkreis,2015,2.5,NA,41.9,48.2,NA
08426,Biberach,Landkreis,2016,2.5,NA,42,49.8,NA
08426,Biberach,Landkreis,2017,2.4,78.1,42.1,51.7,1
08435,Bodenseekreis,Landkreis,1998,6.2,81.4,39.6,NA,NA
08435,Bodenseekreis,Landkreis,1999,5.7,NA,39.8,NA,NA
08435,Bodenseekreis,Landkreis,2000,4.8,NA,40.1,29.3,NA
08435,Bodenseekreis,Landkreis,2001,4.5,NA,40.3,31.6,NA
08435,Bodenseekreis,Landkreis,2002,5,81.1,40.6,29.8,NA
08435,Bodenseekreis,Landkreis,2003,5.4,NA,40.9,30.2,NA
08435,Bodenseekreis,Landkreis,2004,5.2,NA,41.2,31.6,NA
08435,Bodenseekreis,Landkreis,2005,5.7,79,41.5,32.6,NA
08435,Bodenseekreis,Landkreis,2006,4.7,NA,41.9,34.6,NA
08435,Bodenseekreis,Landkreis,2007,3.8,NA,42.1,37.2,NA
08435,Bodenseekreis,Landkreis,2008,3.4,NA,42.3,37.7,NA
08435,Bodenseekreis,Landkreis,2009,4,72.6,42.7,32.2,NA
08435,Bodenseekreis,Landkreis,2010,3.9,NA,43,37.8,NA
08435,Bodenseekreis,Landkreis,2011,3.2,NA,43.2,42.8,NA
08435,Bodenseekreis,Landkreis,2012,2.8,NA,43.5,42.5,NA
08435,Bodenseekreis,Landkreis,2013,2.8,74.8,43.7,43.7,NA
08435,Bodenseekreis,Landkreis,2014,2.8,NA,43.9,44.6,NA
08435,Bodenseekreis,Landkreis,2015,2.9,NA,44,44.8,NA
08435,Bodenseekreis,Landkreis,2016,2.8,NA,44.2,49.6,NA
08435,Bodenseekreis,Landkreis,2017,2.8,79.2,44.3,51.5,0
08436,Ravensburg,Landkreis,1998,5.4,80.5,38.2,NA,NA
08436,Ravensburg,Landkreis,1999,5,NA,38.5,NA,NA
08436,Ravensburg,Landkreis,2000,4.2,NA,38.7,26.8,NA
08436,Ravensburg,Landkreis,2001,4,NA,38.9,28.3,NA
08436,Ravensburg,Landkreis,2002,4.6,79.8,39.2,30.2,NA
08436,Ravensburg,Landkreis,2003,5,NA,39.4,30.2,NA
08436,Ravensburg,Landkreis,2004,4.9,NA,39.7,29.9,NA
08436,Ravensburg,Landkreis,2005,5.4,76.8,40,29.5,NA
08436,Ravensburg,Landkreis,2006,4.6,NA,40.3,30,NA
08436,Ravensburg,Landkreis,2007,3.6,NA,40.6,31,NA
08436,Ravensburg,Landkreis,2008,3,NA,40.9,32.5,NA
08436,Ravensburg,Landkreis,2009,3.8,70.7,41.2,30.7,NA
08436,Ravensburg,Landkreis,2010,3.7,NA,41.5,33.2,NA
08436,Ravensburg,Landkreis,2011,2.8,NA,41.7,35.7,NA
08436,Ravensburg,Landkreis,2012,2.7,NA,41.9,35.9,NA
08436,Ravensburg,Landkreis,2013,2.8,72.7,42.1,37,NA
08436,Ravensburg,Landkreis,2014,2.9,NA,42.3,37.8,NA
08436,Ravensburg,Landkreis,2015,2.8,NA,42.3,39.5,NA
08436,Ravensburg,Landkreis,2016,3,NA,42.5,41.3,NA
08436,Ravensburg,Landkreis,2017,2.8,77.4,42.6,43.3,0
08437,Sigmaringen,Landkreis,1998,7.6,80.4,37.6,NA,NA
08437,Sigmaringen,Landkreis,1999,6.9,NA,37.9,NA,NA
08437,Sigmaringen,Landkreis,2000,6,NA,38.2,23.2,NA
08437,Sigmaringen,Landkreis,2001,5.6,NA,38.5,23,NA
08437,Sigmaringen,Landkreis,2002,6,79.1,38.8,22.6,NA
08437,Sigmaringen,Landkreis,2003,6.6,NA,39.1,22.8,NA
08437,Sigmaringen,Landkreis,2004,7,NA,39.5,23.5,NA
08437,Sigmaringen,Landkreis,2005,7.5,75.3,39.8,24.5,NA
08437,Sigmaringen,Landkreis,2006,6.6,NA,40.2,26.2,NA
08437,Sigmaringen,Landkreis,2007,5.1,NA,40.6,27.5,NA
08437,Sigmaringen,Landkreis,2008,4.1,NA,41,28.5,NA
08437,Sigmaringen,Landkreis,2009,5.1,68.5,41.3,26.4,NA
08437,Sigmaringen,Landkreis,2010,4.9,NA,41.8,27.6,NA
08437,Sigmaringen,Landkreis,2011,3.9,NA,42.1,30.3,NA
08437,Sigmaringen,Landkreis,2012,3.7,NA,42.4,31.1,NA
08437,Sigmaringen,Landkreis,2013,3.9,71.4,42.7,31.8,NA
08437,Sigmaringen,Landkreis,2014,3.7,NA,42.9,33.4,NA
08437,Sigmaringen,Landkreis,2015,3.6,NA,42.7,34.3,NA
08437,Sigmaringen,Landkreis,2016,3.4,NA,43.1,35.1,NA
08437,Sigmaringen,Landkreis,2017,3.2,75.6,43.3,36.4,1
09161,"Ingolstadt, Stadt",krsfr. Stadt,1998,8.9,73.2,40,NA,NA
09161,"Ingolstadt, Stadt",krsfr. Stadt,1999,7.4,NA,40.1,NA,NA
09161,"Ingolstadt, Stadt",krsfr. Stadt,2000,6.5,NA,40.2,51.5,NA
09161,"Ingolstadt, Stadt",krsfr. Stadt,2001,6,NA,40.3,57,NA
09161,"Ingolstadt, Stadt",krsfr. Stadt,2002,6.9,74.4,40.4,57.3,NA
09161,"Ingolstadt, Stadt",krsfr. Stadt,2003,7.8,NA,40.5,60.5,NA
09161,"Ingolstadt, Stadt",krsfr. Stadt,2004,8.1,NA,40.7,60.8,NA
09161,"Ingolstadt, Stadt",krsfr. Stadt,2005,8.4,68.8,40.9,64.7,NA
09161,"Ingolstadt, Stadt",krsfr. Stadt,2006,7.3,NA,41,74.1,NA
09161,"Ingolstadt, Stadt",krsfr. Stadt,2007,5.3,NA,41.2,75,NA
09161,"Ingolstadt, Stadt",krsfr. Stadt,2008,4,NA,41.3,66.5,NA
09161,"Ingolstadt, Stadt",krsfr. Stadt,2009,4.7,63.1,41.5,67.4,NA
09161,"Ingolstadt, Stadt",krsfr. Stadt,2010,4.5,NA,41.7,80.5,NA
09161,"Ingolstadt, Stadt",krsfr. Stadt,2011,3.7,NA,41.7,95.3,NA
09161,"Ingolstadt, Stadt",krsfr. Stadt,2012,3.6,NA,41.8,107.5,NA
09161,"Ingolstadt, Stadt",krsfr. Stadt,2013,3.5,61.5,41.9,125.1,NA
09161,"Ingolstadt, Stadt",krsfr. Stadt,2014,3.6,NA,41.9,123.2,NA
09161,"Ingolstadt, Stadt",krsfr. Stadt,2015,3.3,NA,41.9,131.7,NA
09161,"Ingolstadt, Stadt",krsfr. Stadt,2016,3.1,NA,41.8,128.7,NA
09161,"Ingolstadt, Stadt",krsfr. Stadt,2017,3.1,70.9,41.8,127.1,0
09162,"München, Stadt",krsfr. Stadt,1998,6.5,77.4,41.6,NA,NA
09162,"München, Stadt",krsfr. Stadt,1999,5.8,NA,41.6,NA,NA
09162,"München, Stadt",krsfr. Stadt,2000,5,NA,41.5,58.2,NA
09162,"München, Stadt",krsfr. Stadt,2001,4.5,NA,41.5,59.4,NA
09162,"München, Stadt",krsfr. Stadt,2002,5.6,79.9,41.5,60.2,NA
09162,"München, Stadt",krsfr. Stadt,2003,6.8,NA,41.5,58.2,NA
09162,"München, Stadt",krsfr. Stadt,2004,6.6,NA,41.6,60.3,NA
09162,"München, Stadt",krsfr. Stadt,2005,8.6,76.3,41.6,60.1,NA
09162,"München, Stadt",krsfr. Stadt,2006,7.6,NA,41.4,60.9,NA
09162,"München, Stadt",krsfr. Stadt,2007,6.2,NA,41.3,63.8,NA
09162,"München, Stadt",krsfr. Stadt,2008,5.4,NA,41.3,61.2,NA
09162,"München, Stadt",krsfr. Stadt,2009,6,72.9,41.3,59.5,NA
09162,"München, Stadt",krsfr. Stadt,2010,5.6,NA,41.2,60.5,NA
09162,"München, Stadt",krsfr. Stadt,2011,5.2,NA,41.5,63.8,NA
09162,"München, Stadt",krsfr. Stadt,2012,4.9,NA,41.4,65.8,NA
09162,"München, Stadt",krsfr. Stadt,2013,5.2,70.9,41.4,68,NA
09162,"München, Stadt",krsfr. Stadt,2014,5.2,NA,41.4,70.2,NA
09162,"München, Stadt",krsfr. Stadt,2015,4.9,NA,41.3,72.4,NA
09162,"München, Stadt",krsfr. Stadt,2016,4.6,NA,41.3,74.7,NA
09162,"München, Stadt",krsfr. Stadt,2017,4.2,78.2,41.3,79,0
09163,"Rosenheim, Stadt",krsfr. Stadt,1998,7.5,72.7,41,NA,NA
09163,"Rosenheim, Stadt",krsfr. Stadt,1999,7,NA,41,NA,NA
09163,"Rosenheim, Stadt",krsfr. Stadt,2000,5.7,NA,41.1,37.3,NA
09163,"Rosenheim, Stadt",krsfr. Stadt,2001,5.5,NA,41.3,36.3,NA
09163,"Rosenheim, Stadt",krsfr. Stadt,2002,6.4,75.4,41.4,37.2,NA
09163,"Rosenheim, Stadt",krsfr. Stadt,2003,8,NA,41.6,34.2,NA
09163,"Rosenheim, Stadt",krsfr. Stadt,2004,7.9,NA,41.8,36.2,NA
09163,"Rosenheim, Stadt",krsfr. Stadt,2005,9.7,71.3,41.9,37.4,NA
09163,"Rosenheim, Stadt",krsfr. Stadt,2006,8.6,NA,42.1,39,NA
09163,"Rosenheim, Stadt",krsfr. Stadt,2007,7.2,NA,42.2,39.1,NA
09163,"Rosenheim, Stadt",krsfr. Stadt,2008,6.1,NA,42.4,39.9,NA
09163,"Rosenheim, Stadt",krsfr. Stadt,2009,6.4,64.6,42.5,39.5,NA
09163,"Rosenheim, Stadt",krsfr. Stadt,2010,6,NA,42.6,39.6,NA
09163,"Rosenheim, Stadt",krsfr. Stadt,2011,5,NA,42.4,42.9,NA
09163,"Rosenheim, Stadt",krsfr. Stadt,2012,4.9,NA,42.5,43.5,NA
09163,"Rosenheim, Stadt",krsfr. Stadt,2013,5,64.4,42.6,44.7,NA
09163,"Rosenheim, Stadt",krsfr. Stadt,2014,5.1,NA,42.6,45.8,NA
09163,"Rosenheim, Stadt",krsfr. Stadt,2015,5.1,NA,42.5,46.8,NA
09163,"Rosenheim, Stadt",krsfr. Stadt,2016,4.8,NA,42.5,50.2,NA
09163,"Rosenheim, Stadt",krsfr. Stadt,2017,4.6,73.7,42.5,51.4,0
09171,Altötting,Landkreis,1998,7.5,77,39.8,NA,NA
09171,Altötting,Landkreis,1999,6.7,NA,40.1,NA,NA
09171,Altötting,Landkreis,2000,5.7,NA,40.3,33.3,NA
09171,Altötting,Landkreis,2001,6.1,NA,40.6,33.4,NA
09171,Altötting,Landkreis,2002,6.4,79.9,40.8,33.2,NA
09171,Altötting,Landkreis,2003,7,NA,41,32.4,NA
09171,Altötting,Landkreis,2004,7.3,NA,41.3,33,NA
09171,Altötting,Landkreis,2005,8.5,74.5,41.7,34.7,NA
09171,Altötting,Landkreis,2006,7.3,NA,42,38,NA
09171,Altötting,Landkreis,2007,5.4,NA,42.3,40.4,NA
09171,Altötting,Landkreis,2008,4,NA,42.6,42.9,NA
09171,Altötting,Landkreis,2009,4.7,67,42.9,39.4,NA
09171,Altötting,Landkreis,2010,4.2,NA,43.2,46,NA
09171,Altötting,Landkreis,2011,3.5,NA,43.4,47.3,NA
09171,Altötting,Landkreis,2012,3.5,NA,43.7,45.1,NA
09171,Altötting,Landkreis,2013,3.6,66.1,43.9,43.1,NA
09171,Altötting,Landkreis,2014,3.5,NA,44,45.1,NA
09171,Altötting,Landkreis,2015,3.5,NA,44,47.2,NA
09171,Altötting,Landkreis,2016,3.4,NA,44.1,47.4,NA
09171,Altötting,Landkreis,2017,3.3,74.3,44.1,49.2,0
09172,Berchtesgadener Land,Landkreis,1998,6.5,76.9,41.8,NA,NA
09172,Berchtesgadener Land,Landkreis,1999,6.1,NA,41.9,NA,NA
09172,Berchtesgadener Land,Landkreis,2000,5.2,NA,42.1,20.5,NA
09172,Berchtesgadener Land,Landkreis,2001,5.1,NA,42.3,21.2,NA
09172,Berchtesgadener Land,Landkreis,2002,5.7,80.2,42.5,21.2,NA
09172,Berchtesgadener Land,Landkreis,2003,6.1,NA,42.8,20.8,NA
09172,Berchtesgadener Land,Landkreis,2004,6.2,NA,43,21.1,NA
09172,Berchtesgadener Land,Landkreis,2005,6.8,75.8,43.2,21.2,NA
09172,Berchtesgadener Land,Landkreis,2006,6,NA,43.5,21.8,NA
09172,Berchtesgadener Land,Landkreis,2007,4.6,NA,43.7,22.7,NA
09172,Berchtesgadener Land,Landkreis,2008,3.7,NA,43.9,24.4,NA
09172,Berchtesgadener Land,Landkreis,2009,4.2,67.4,44.1,24.1,NA
09172,Berchtesgadener Land,Landkreis,2010,3.8,NA,44.3,25.1,NA
09172,Berchtesgadener Land,Landkreis,2011,3.6,NA,44.2,26.1,NA
09172,Berchtesgadener Land,Landkreis,2012,3.6,NA,44.3,26.4,NA
09172,Berchtesgadener Land,Landkreis,2013,4.1,66.4,44.5,27.5,NA
09172,Berchtesgadener Land,Landkreis,2014,4.2,NA,44.6,28.7,NA
09172,Berchtesgadener Land,Landkreis,2015,4.3,NA,44.6,30.2,NA
09172,Berchtesgadener Land,Landkreis,2016,4.1,NA,44.8,31.4,NA
09172,Berchtesgadener Land,Landkreis,2017,3.9,75.3,44.9,32.8,1
09173,Bad Tölz-Wolfratshausen,Landkreis,1998,5.5,78.6,40,NA,NA
09173,Bad Tölz-Wolfratshausen,Landkreis,1999,4.7,NA,40.1,NA,NA
09173,Bad Tölz-Wolfratshausen,Landkreis,2000,3.8,NA,40.3,21.6,NA
09173,Bad Tölz-Wolfratshausen,Landkreis,2001,3.8,NA,40.4,22.6,NA
09173,Bad Tölz-Wolfratshausen,Landkreis,2002,4.3,83.6,40.6,23,NA
09173,Bad Tölz-Wolfratshausen,Landkreis,2003,5.3,NA,40.9,22.6,NA
09173,Bad Tölz-Wolfratshausen,Landkreis,2004,5.8,NA,41.2,22.7,NA
09173,Bad Tölz-Wolfratshausen,Landkreis,2005,6.3,79.1,41.4,23.1,NA
09173,Bad Tölz-Wolfratshausen,Landkreis,2006,5.5,NA,41.8,23.9,NA
09173,Bad Tölz-Wolfratshausen,Landkreis,2007,4,NA,42,24.5,NA
09173,Bad Tölz-Wolfratshausen,Landkreis,2008,3.2,NA,42.3,24.6,NA
09173,Bad Tölz-Wolfratshausen,Landkreis,2009,3.7,72.4,42.6,23,NA
09173,Bad Tölz-Wolfratshausen,Landkreis,2010,3.5,NA,42.9,23.9,NA
09173,Bad Tölz-Wolfratshausen,Landkreis,2011,2.7,NA,43,25.5,NA
09173,Bad Tölz-Wolfratshausen,Landkreis,2012,2.8,NA,43.3,25.8,NA
09173,Bad Tölz-Wolfratshausen,Landkreis,2013,3,71.1,43.4,26.6,NA
09173,Bad Tölz-Wolfratshausen,Landkreis,2014,2.8,NA,43.6,27.8,NA
09173,Bad Tölz-Wolfratshausen,Landkreis,2015,2.7,NA,43.6,28.4,NA
09173,Bad Tölz-Wolfratshausen,Landkreis,2016,2.8,NA,43.6,28.1,NA
09173,Bad Tölz-Wolfratshausen,Landkreis,2017,2.5,79.3,43.7,29.2,1
09174,Dachau,Landkreis,1998,5.6,80.1,38.8,NA,NA
09174,Dachau,Landkreis,1999,5.1,NA,39,NA,NA
09174,Dachau,Landkreis,2000,4,NA,39.2,17.7,NA
09174,Dachau,Landkreis,2001,3.3,NA,39.3,19.7,NA
09174,Dachau,Landkreis,2002,3.9,83,39.5,20,NA
09174,Dachau,Landkreis,2003,4.9,NA,39.7,19.9,NA
09174,Dachau,Landkreis,2004,5.1,NA,40,19.7,NA
09174,Dachau,Landkreis,2005,5.5,80.2,40.2,20.7,NA
09174,Dachau,Landkreis,2006,4.9,NA,40.5,19.9,NA
09174,Dachau,Landkreis,2007,3.7,NA,40.7,21.3,NA
09174,Dachau,Landkreis,2008,2.7,NA,40.9,21.1,NA
09174,Dachau,Landkreis,2009,3.2,74.5,41.2,20.4,NA
09174,Dachau,Landkreis,2010,3,NA,41.4,21.6,NA
09174,Dachau,Landkreis,2011,2.6,NA,41.5,23.1,NA
09174,Dachau,Landkreis,2012,2.4,NA,41.7,23.9,NA
09174,Dachau,Landkreis,2013,2.5,73.8,41.8,24.3,NA
09174,Dachau,Landkreis,2014,2.4,NA,41.9,25.5,NA
09174,Dachau,Landkreis,2015,2.3,NA,41.9,26.1,NA
09174,Dachau,Landkreis,2016,2.4,NA,42.1,27.6,NA
09174,Dachau,Landkreis,2017,2.2,81.1,42.2,28.6,0
09175,Ebersberg,Landkreis,1998,4.1,82.4,38.9,NA,NA
09175,Ebersberg,Landkreis,1999,3.8,NA,39.1,NA,NA
09175,Ebersberg,Landkreis,2000,3.1,NA,39.2,21.1,NA
09175,Ebersberg,Landkreis,2001,2.7,NA,39.3,21.8,NA
09175,Ebersberg,Landkreis,2002,3.3,86,39.5,22.2,NA
09175,Ebersberg,Landkreis,2003,4.4,NA,39.9,22.2,NA
09175,Ebersberg,Landkreis,2004,4.4,NA,40.2,23.5,NA
09175,Ebersberg,Landkreis,2005,4.8,82.8,40.4,23.8,NA
09175,Ebersberg,Landkreis,2006,4.4,NA,40.7,24.6,NA
09175,Ebersberg,Landkreis,2007,3.4,NA,40.9,25.8,NA
09175,Ebersberg,Landkreis,2008,2.7,NA,41.2,26.7,NA
09175,Ebersberg,Landkreis,2009,3,77.1,41.4,25.8,NA
09175,Ebersberg,Landkreis,2010,2.9,NA,41.6,25.5,NA
09175,Ebersberg,Landkreis,2011,2.4,NA,41.6,27.7,NA
09175,Ebersberg,Landkreis,2012,2.3,NA,41.8,26.8,NA
09175,Ebersberg,Landkreis,2013,2.4,76.5,41.9,27.4,NA
09175,Ebersberg,Landkreis,2014,2.4,NA,42,29.3,NA
09175,Ebersberg,Landkreis,2015,2.2,NA,42,30,NA
09175,Ebersberg,Landkreis,2016,2.3,NA,42.1,30.9,NA
09175,Ebersberg,Landkreis,2017,2,83.7,42.2,32.3,0
09176,Eichstätt,Landkreis,1998,5.1,82.5,37.3,NA,NA
09176,Eichstätt,Landkreis,1999,4.5,NA,37.5,NA,NA
09176,Eichstätt,Landkreis,2000,4,NA,37.7,18.4,NA
09176,Eichstätt,Landkreis,2001,3.7,NA,37.9,19.1,NA
09176,Eichstätt,Landkreis,2002,4.1,84.7,38.2,19,NA
09176,Eichstätt,Landkreis,2003,4.2,NA,38.5,19.3,NA
09176,Eichstätt,Landkreis,2004,4,NA,38.8,20.1,NA
09176,Eichstätt,Landkreis,2005,4.4,80.1,39.1,20,NA
09176,Eichstätt,Landkreis,2006,3.4,NA,39.4,20.6,NA
09176,Eichstätt,Landkreis,2007,2.2,NA,39.6,21.6,NA
09176,Eichstätt,Landkreis,2008,1.6,NA,39.9,23,NA
09176,Eichstätt,Landkreis,2009,2.2,74.6,40.3,22.2,NA
09176,Eichstätt,Landkreis,2010,1.9,NA,40.6,24.6,NA
09176,Eichstätt,Landkreis,2011,1.4,NA,40.8,26.2,NA
09176,Eichstätt,Landkreis,2012,1.2,NA,41,26.2,NA
09176,Eichstätt,Landkreis,2013,1.3,73.9,41.2,27.7,NA
09176,Eichstätt,Landkreis,2014,1.4,NA,41.3,29,NA
09176,Eichstätt,Landkreis,2015,1.3,NA,41.4,30.8,NA
09176,Eichstätt,Landkreis,2016,1.4,NA,41.4,31.8,NA
09176,Eichstätt,Landkreis,2017,1.5,81.7,41.5,33.7,1
09177,Erding,Landkreis,1998,4,77.9,37.4,NA,NA
09177,Erding,Landkreis,1999,3.6,NA,37.5,NA,NA
09177,Erding,Landkreis,2000,3.1,NA,37.6,19.6,NA
09177,Erding,Landkreis,2001,2.8,NA,37.7,19.4,NA
09177,Erding,Landkreis,2002,3.5,82.3,38,19.8,NA
09177,Erding,Landkreis,2003,4.2,NA,38.2,19.7,NA
09177,Erding,Landkreis,2004,4,NA,38.5,20.6,NA
09177,Erding,Landkreis,2005,4.3,78.8,38.8,20.7,NA
09177,Erding,Landkreis,2006,3.9,NA,39.1,21.6,NA
09177,Erding,Landkreis,2007,3.2,NA,39.3,21.7,NA
09177,Erding,Landkreis,2008,2.4,NA,39.7,22.3,NA
09177,Erding,Landkreis,2009,2.8,72.6,40,21.9,NA
09177,Erding,Landkreis,2010,2.7,NA,40.3,23.4,NA
09177,Erding,Landkreis,2011,2.2,NA,40.5,24.6,NA
09177,Erding,Landkreis,2012,2,NA,40.7,26.9,NA
09177,Erding,Landkreis,2013,2.1,71.9,40.9,27.7,NA
09177,Erding,Landkreis,2014,2.1,NA,41.2,28.4,NA
09177,Erding,Landkreis,2015,2,NA,41.4,29,NA
09177,Erding,Landkreis,2016,1.9,NA,41.5,30.8,NA
09177,Erding,Landkreis,2017,1.8,80.4,41.6,32,1
09178,Freising,Landkreis,1998,4.1,78.7,36.9,NA,NA
09178,Freising,Landkreis,1999,3.4,NA,37.1,NA,NA
09178,Freising,Landkreis,2000,2.6,NA,37.4,33.8,NA
09178,Freising,Landkreis,2001,2.6,NA,37.5,35.5,NA
09178,Freising,Landkreis,2002,3.5,83.2,37.7,36,NA
09178,Freising,Landkreis,2003,4.4,NA,38,35.2,NA
09178,Freising,Landkreis,2004,4.3,NA,38.3,37.6,NA
09178,Freising,Landkreis,2005,4.3,79.6,38.6,37.9,NA
09178,Freising,Landkreis,2006,3.7,NA,38.8,39.4,NA
09178,Freising,Landkreis,2007,3.2,NA,39,40.9,NA
09178,Freising,Landkreis,2008,2.5,NA,39.3,39.8,NA
09178,Freising,Landkreis,2009,3.3,73.2,39.6,39.7,NA
09178,Freising,Landkreis,2010,3.1,NA,39.9,41.5,NA
09178,Freising,Landkreis,2011,2.1,NA,40,43.1,NA
09178,Freising,Landkreis,2012,2.3,NA,40.2,42.4,NA
09178,Freising,Landkreis,2013,2.5,72.5,40.3,42.9,NA
09178,Freising,Landkreis,2014,2.4,NA,40.5,43.2,NA
09178,Freising,Landkreis,2015,2.2,NA,40.5,44.9,NA
09178,Freising,Landkreis,2016,2.2,NA,40.6,45.6,NA
09178,Freising,Landkreis,2017,2.1,80.2,40.7,46.3,0
09179,Fürstenfeldbruck,Landkreis,1998,5.3,81.7,40.1,NA,NA
09179,Fürstenfeldbruck,Landkreis,1999,5,NA,40.3,NA,NA
09179,Fürstenfeldbruck,Landkreis,2000,4,NA,40.4,16.5,NA
09179,Fürstenfeldbruck,Landkreis,2001,3.5,NA,40.6,17,NA
09179,Fürstenfeldbruck,Landkreis,2002,4.4,84.8,40.8,17.8,NA
09179,Fürstenfeldbruck,Landkreis,2003,5.3,NA,41.1,17.4,NA
09179,Fürstenfeldbruck,Landkreis,2004,5.3,NA,41.4,17.7,NA
09179,Fürstenfeldbruck,Landkreis,2005,5.4,81.9,41.7,18.1,NA
09179,Fürstenfeldbruck,Landkreis,2006,5,NA,42,18.2,NA
09179,Fürstenfeldbruck,Landkreis,2007,4.2,NA,42.3,18.7,NA
09179,Fürstenfeldbruck,Landkreis,2008,3.4,NA,42.5,19.5,NA
09179,Fürstenfeldbruck,Landkreis,2009,3.8,76.6,42.7,19.2,NA
09179,Fürstenfeldbruck,Landkreis,2010,3.7,NA,42.9,20.2,NA
09179,Fürstenfeldbruck,Landkreis,2011,3.3,NA,43.1,21.4,NA
09179,Fürstenfeldbruck,Landkreis,2012,3.1,NA,43.2,21.9,NA
09179,Fürstenfeldbruck,Landkreis,2013,3.1,75.1,43.3,22.5,NA
09179,Fürstenfeldbruck,Landkreis,2014,3.2,NA,43.4,24.2,NA
09179,Fürstenfeldbruck,Landkreis,2015,3,NA,43.5,24.5,NA
09179,Fürstenfeldbruck,Landkreis,2016,2.7,NA,43.4,25,NA
