Kennziffer,Raumeinheit,Aggregat,Jahr,Arbeitslosenquote,Wahlbeteiligung,Durchschnittsalter,BIP,Stadt_Land
01001,"Flensburg, Stadt",krsfr. Stadt,1998,14.6,75.8,40.8,NA,NA
01001,"Flensburg, Stadt",krsfr. Stadt,1999,13,NA,40.9,NA,NA
01001,"Flensburg, Stadt",krsfr. Stadt,2000,11.8,NA,41,31.1,NA
01001,"Flensburg, Stadt",krsfr. Stadt,2001,12.1,NA,41,31.3,NA
01001,"Flensburg, Stadt",krsfr. Stadt,2002,12.1,73.9,41.1,32,NA
01001,"Flensburg, Stadt",krsfr. Stadt,2003,13.7,NA,41.2,32.1,NA
01001,"Flensburg, Stadt",krsfr. Stadt,2004,14,NA,41.2,34.1,NA
01001,"Flensburg, Stadt",krsfr. Stadt,2005,18.3,72,41.2,35,NA
01001,"Flensburg, Stadt",krsfr. Stadt,2006,15.4,NA,41.4,36.2,NA
01001,"Flensburg, Stadt",krsfr. Stadt,2007,12.5,NA,41.3,36.2,NA
01001,"Flensburg, Stadt",krsfr. Stadt,2008,11.5,NA,41.3,36.6,NA
01001,"Flensburg, Stadt",krsfr. Stadt,2009,12.9,65.8,41.5,35.3,NA
01001,"Flensburg, Stadt",krsfr. Stadt,2010,12.7,NA,41.6,35.3,NA
01001,"Flensburg, Stadt",krsfr. Stadt,2011,11.9,NA,42.6,38.4,NA
01001,"Flensburg, Stadt",krsfr. Stadt,2012,11.3,NA,42.5,39,NA
01001,"Flensburg, Stadt",krsfr. Stadt,2013,11.1,65.8,42.6,39.2,NA
01001,"Flensburg, Stadt",krsfr. Stadt,2014,10.5,NA,42.6,39.3,NA
01001,"Flensburg, Stadt",krsfr. Stadt,2015,10,NA,42.5,41.2,NA
01001,"Flensburg, Stadt",krsfr. Stadt,2016,9,NA,42.3,41.2,NA
01001,"Flensburg, Stadt",krsfr. Stadt,2017,8.9,70.3,42.2,42.5,1
01002,"Kiel, Stadt",krsfr. Stadt,1998,13.9,78.7,40.6,NA,NA
01002,"Kiel, Stadt",krsfr. Stadt,1999,12.9,NA,40.9,NA,NA
01002,"Kiel, Stadt",krsfr. Stadt,2000,11.3,NA,41,33.7,NA
01002,"Kiel, Stadt",krsfr. Stadt,2001,11.1,NA,41.1,34.4,NA
01002,"Kiel, Stadt",krsfr. Stadt,2002,11.7,77.2,41,32.8,NA
01002,"Kiel, Stadt",krsfr. Stadt,2003,13.4,NA,41.2,34.6,NA
01002,"Kiel, Stadt",krsfr. Stadt,2004,13.6,NA,41.2,34.4,NA
01002,"Kiel, Stadt",krsfr. Stadt,2005,16.9,75.9,41.3,34.8,NA
01002,"Kiel, Stadt",krsfr. Stadt,2006,14.7,NA,41.3,36.3,NA
01002,"Kiel, Stadt",krsfr. Stadt,2007,12.6,NA,41.3,36.2,NA
01002,"Kiel, Stadt",krsfr. Stadt,2008,11.4,NA,41.4,38.1,NA
01002,"Kiel, Stadt",krsfr. Stadt,2009,10.9,70.6,41.5,38.1,NA
01002,"Kiel, Stadt",krsfr. Stadt,2010,10.8,NA,41.6,38,NA
01002,"Kiel, Stadt",krsfr. Stadt,2011,11.1,NA,41.3,39.6,NA
01002,"Kiel, Stadt",krsfr. Stadt,2012,10.1,NA,41.4,39.9,NA
01002,"Kiel, Stadt",krsfr. Stadt,2013,10.2,69.7,41.4,41.8,NA
01002,"Kiel, Stadt",krsfr. Stadt,2014,10.1,NA,41.5,43.5,NA
01002,"Kiel, Stadt",krsfr. Stadt,2015,9.9,NA,41.4,43.6,NA
01002,"Kiel, Stadt",krsfr. Stadt,2016,9.7,NA,41.4,45,NA
01002,"Kiel, Stadt",krsfr. Stadt,2017,9.1,73.5,41.5,47,0
01003,"Lübeck, Stadt",krsfr. Stadt,1998,13.4,77.1,42.2,NA,NA
01003,"Lübeck, Stadt",krsfr. Stadt,1999,13.4,NA,42.4,NA,NA
01003,"Lübeck, Stadt",krsfr. Stadt,2000,12.6,NA,42.6,26.5,NA
01003,"Lübeck, Stadt",krsfr. Stadt,2001,12.3,NA,42.7,27,NA
01003,"Lübeck, Stadt",krsfr. Stadt,2002,12.6,75.4,42.8,27.7,NA
01003,"Lübeck, Stadt",krsfr. Stadt,2003,13.7,NA,42.9,28.4,NA
01003,"Lübeck, Stadt",krsfr. Stadt,2004,14,NA,43.1,27.6,NA
01003,"Lübeck, Stadt",krsfr. Stadt,2005,18.3,71.7,43.3,27.6,NA
01003,"Lübeck, Stadt",krsfr. Stadt,2006,15.2,NA,43.4,29.1,NA
01003,"Lübeck, Stadt",krsfr. Stadt,2007,13.1,NA,43.5,30,NA
01003,"Lübeck, Stadt",krsfr. Stadt,2008,12.2,NA,43.7,30.2,NA
01003,"Lübeck, Stadt",krsfr. Stadt,2009,12.3,66.5,43.8,29.5,NA
01003,"Lübeck, Stadt",krsfr. Stadt,2010,11.2,NA,43.9,30.6,NA
01003,"Lübeck, Stadt",krsfr. Stadt,2011,11,NA,44.3,32.1,NA
01003,"Lübeck, Stadt",krsfr. Stadt,2012,10.4,NA,44.4,34.1,NA
01003,"Lübeck, Stadt",krsfr. Stadt,2013,10.4,67,44.5,34.7,NA
01003,"Lübeck, Stadt",krsfr. Stadt,2014,10.1,NA,44.5,37.1,NA
01003,"Lübeck, Stadt",krsfr. Stadt,2015,9.9,NA,44.5,37.6,NA
01003,"Lübeck, Stadt",krsfr. Stadt,2016,9.1,NA,44.6,38.3,NA
01003,"Lübeck, Stadt",krsfr. Stadt,2017,8.6,70.7,44.7,40.6,0
01004,"Neumünster, Stadt",krsfr. Stadt,1998,13.4,75.9,40.7,NA,NA
01004,"Neumünster, Stadt",krsfr. Stadt,1999,13.4,NA,40.9,NA,NA
01004,"Neumünster, Stadt",krsfr. Stadt,2000,12.2,NA,41.1,27.5,NA
01004,"Neumünster, Stadt",krsfr. Stadt,2001,11.8,NA,41.3,27.3,NA
01004,"Neumünster, Stadt",krsfr. Stadt,2002,12.1,73.8,41.4,27.6,NA
01004,"Neumünster, Stadt",krsfr. Stadt,2003,13.4,NA,41.7,29.3,NA
01004,"Neumünster, Stadt",krsfr. Stadt,2004,13.5,NA,41.9,28.1,NA
01004,"Neumünster, Stadt",krsfr. Stadt,2005,15.7,71.4,42.2,28.7,NA
01004,"Neumünster, Stadt",krsfr. Stadt,2006,14.4,NA,42.3,30,NA
01004,"Neumünster, Stadt",krsfr. Stadt,2007,11.6,NA,42.5,31.4,NA
01004,"Neumünster, Stadt",krsfr. Stadt,2008,11,NA,42.7,31.8,NA
01004,"Neumünster, Stadt",krsfr. Stadt,2009,11.3,63.8,42.8,31.1,NA
01004,"Neumünster, Stadt",krsfr. Stadt,2010,11.5,NA,43,32.6,NA
01004,"Neumünster, Stadt",krsfr. Stadt,2011,11.2,NA,43.6,34.3,NA
01004,"Neumünster, Stadt",krsfr. Stadt,2012,11,NA,43.9,34.7,NA
01004,"Neumünster, Stadt",krsfr. Stadt,2013,11.1,64.5,44.1,35.9,NA
01004,"Neumünster, Stadt",krsfr. Stadt,2014,10.9,NA,44.2,37.8,NA
01004,"Neumünster, Stadt",krsfr. Stadt,2015,10.2,NA,44,38,NA
01004,"Neumünster, Stadt",krsfr. Stadt,2016,9.6,NA,44.1,38.4,NA
01004,"Neumünster, Stadt",krsfr. Stadt,2017,9.2,66,44.2,40.6,1
01051,Dithmarschen,Landkreis,1998,10.7,79.5,40.6,NA,NA
01051,Dithmarschen,Landkreis,1999,10,NA,40.8,NA,NA
01051,Dithmarschen,Landkreis,2000,9,NA,41,22.4,NA
01051,Dithmarschen,Landkreis,2001,9.3,NA,41.2,23.4,NA
01051,Dithmarschen,Landkreis,2002,9.2,76.8,41.5,23.1,NA
01051,Dithmarschen,Landkreis,2003,10.5,NA,41.8,22.5,NA
01051,Dithmarschen,Landkreis,2004,11.1,NA,42.1,31,NA
01051,Dithmarschen,Landkreis,2005,13.7,76,42.5,21.9,NA
01051,Dithmarschen,Landkreis,2006,11.8,NA,42.8,23.8,NA
01051,Dithmarschen,Landkreis,2007,10,NA,43.2,22.7,NA
01051,Dithmarschen,Landkreis,2008,9.7,NA,43.5,25,NA
01051,Dithmarschen,Landkreis,2009,9.6,69.2,43.8,23.4,NA
01051,Dithmarschen,Landkreis,2010,8.5,NA,44.1,24.7,NA
01051,Dithmarschen,Landkreis,2011,8.4,NA,44.4,25.5,NA
01051,Dithmarschen,Landkreis,2012,8,NA,44.7,27.1,NA
01051,Dithmarschen,Landkreis,2013,7.6,68.5,45,28.5,NA
01051,Dithmarschen,Landkreis,2014,7.4,NA,45.3,27.9,NA
01051,Dithmarschen,Landkreis,2015,7.3,NA,45.4,29.7,NA
01051,Dithmarschen,Landkreis,2016,7.2,NA,45.6,30.8,NA
01051,Dithmarschen,Landkreis,2017,6.8,72.2,45.8,32.9,1
01053,Herzogtum Lauenburg,Landkreis,1998,8.3,83.2,40.4,NA,NA
01053,Herzogtum Lauenburg,Landkreis,1999,8,NA,40.5,NA,NA
01053,Herzogtum Lauenburg,Landkreis,2000,7.5,NA,40.7,18,NA
01053,Herzogtum Lauenburg,Landkreis,2001,7.7,NA,40.9,16.8,NA
01053,Herzogtum Lauenburg,Landkreis,2002,7.7,80.9,41.1,17.5,NA
01053,Herzogtum Lauenburg,Landkreis,2003,8.6,NA,41.3,17.1,NA
01053,Herzogtum Lauenburg,Landkreis,2004,8.9,NA,41.6,17.4,NA
01053,Herzogtum Lauenburg,Landkreis,2005,9.7,79.4,41.9,19.3,NA
01053,Herzogtum Lauenburg,Landkreis,2006,8.3,NA,42.2,22.5,NA
01053,Herzogtum Lauenburg,Landkreis,2007,7.2,NA,42.5,23.4,NA
01053,Herzogtum Lauenburg,Landkreis,2008,6.5,NA,42.8,18.8,NA
01053,Herzogtum Lauenburg,Landkreis,2009,6.7,74.1,43.1,18.4,NA
01053,Herzogtum Lauenburg,Landkreis,2010,6.4,NA,43.4,18.9,NA
01053,Herzogtum Lauenburg,Landkreis,2011,6.2,NA,43.8,19.6,NA
01053,Herzogtum Lauenburg,Landkreis,2012,6.2,NA,44.1,20.3,NA
01053,Herzogtum Lauenburg,Landkreis,2013,6.2,73.9,44.3,21.2,NA
01053,Herzogtum Lauenburg,Landkreis,2014,6,NA,44.5,21,NA
01053,Herzogtum Lauenburg,Landkreis,2015,5.8,NA,44.5,21.2,NA
01053,Herzogtum Lauenburg,Landkreis,2016,5.7,NA,44.5,21.9,NA
01053,Herzogtum Lauenburg,Landkreis,2017,5.5,76.8,44.6,22.8,1
01054,Nordfriesland,Landkreis,1998,9.2,79.8,40,NA,NA
01054,Nordfriesland,Landkreis,1999,8.1,NA,40.2,NA,NA
01054,Nordfriesland,Landkreis,2000,7.4,NA,40.5,23.4,NA
01054,Nordfriesland,Landkreis,2001,7.7,NA,40.7,24.3,NA
01054,Nordfriesland,Landkreis,2002,7.9,79.5,41,23.9,NA
01054,Nordfriesland,Landkreis,2003,9.1,NA,41.3,24.4,NA
01054,Nordfriesland,Landkreis,2004,9.2,NA,41.6,24.4,NA
01054,Nordfriesland,Landkreis,2005,10.1,77.2,41.9,24.5,NA
01054,Nordfriesland,Landkreis,2006,10,NA,42.3,24.9,NA
01054,Nordfriesland,Landkreis,2007,8.5,NA,42.6,26.5,NA
01054,Nordfriesland,Landkreis,2008,7.9,NA,42.9,28.1,NA
01054,Nordfriesland,Landkreis,2009,7.9,70.6,43.3,28.2,NA
01054,Nordfriesland,Landkreis,2010,7.4,NA,43.6,28.9,NA
01054,Nordfriesland,Landkreis,2011,7.5,NA,44.1,29.6,NA
01054,Nordfriesland,Landkreis,2012,7,NA,44.4,31.8,NA
01054,Nordfriesland,Landkreis,2013,6.6,70.4,44.8,32.1,NA
01054,Nordfriesland,Landkreis,2014,6.4,NA,45,32.8,NA
01054,Nordfriesland,Landkreis,2015,6,NA,45.1,33.5,NA
01054,Nordfriesland,Landkreis,2016,6.1,NA,45.2,34,NA
01054,Nordfriesland,Landkreis,2017,6.1,74.7,45.4,35.2,1
01055,Ostholstein,Landkreis,1998,10.2,81.4,42.1,NA,NA
01055,Ostholstein,Landkreis,1999,9.6,NA,42.4,NA,NA
01055,Ostholstein,Landkreis,2000,9,NA,42.7,18.4,NA
01055,Ostholstein,Landkreis,2001,8.7,NA,43,18.8,NA
01055,Ostholstein,Landkreis,2002,8.6,79.7,43.3,18.9,NA
01055,Ostholstein,Landkreis,2003,9.6,NA,43.6,18.6,NA
01055,Ostholstein,Landkreis,2004,9.6,NA,44,18.1,NA
01055,Ostholstein,Landkreis,2005,11.3,78,44.3,18.5,NA
01055,Ostholstein,Landkreis,2006,9.8,NA,44.7,18.2,NA
01055,Ostholstein,Landkreis,2007,8.8,NA,45,18.9,NA
01055,Ostholstein,Landkreis,2008,8,NA,45.4,19.2,NA
01055,Ostholstein,Landkreis,2009,8,71.3,45.7,19,NA
01055,Ostholstein,Landkreis,2010,7.4,NA,46.1,19.6,NA
01055,Ostholstein,Landkreis,2011,7,NA,46.3,20.7,NA
01055,Ostholstein,Landkreis,2012,6.5,NA,46.6,21.9,NA
01055,Ostholstein,Landkreis,2013,6.5,72.2,46.9,22.7,NA
01055,Ostholstein,Landkreis,2014,6.4,NA,47.2,23.4,NA
01055,Ostholstein,Landkreis,2015,6.1,NA,47.4,24.1,NA
01055,Ostholstein,Landkreis,2016,5.8,NA,47.5,24.9,NA
01055,Ostholstein,Landkreis,2017,5.6,75.3,47.7,26.1,1
01056,Pinneberg,Landkreis,1998,8.4,83.8,40.7,NA,NA
01056,Pinneberg,Landkreis,1999,8.2,NA,40.9,NA,NA
01056,Pinneberg,Landkreis,2000,7.7,NA,41.1,21.4,NA
01056,Pinneberg,Landkreis,2001,7.4,NA,41.3,23.1,NA
01056,Pinneberg,Landkreis,2002,7.9,82.9,41.5,22.3,NA
01056,Pinneberg,Landkreis,2003,8.8,NA,41.7,22.3,NA
01056,Pinneberg,Landkreis,2004,8.7,NA,42,22.3,NA
01056,Pinneberg,Landkreis,2005,10.1,80.7,42.2,23.6,NA
01056,Pinneberg,Landkreis,2006,8.2,NA,42.5,23.7,NA
01056,Pinneberg,Landkreis,2007,6.8,NA,42.8,24.7,NA
01056,Pinneberg,Landkreis,2008,6,NA,43,24.8,NA
01056,Pinneberg,Landkreis,2009,6.2,74.3,43.3,24.2,NA
01056,Pinneberg,Landkreis,2010,6.1,NA,43.4,24.5,NA
01056,Pinneberg,Landkreis,2011,5.6,NA,43.8,26.1,NA
01056,Pinneberg,Landkreis,2012,5.5,NA,44,26.1,NA
01056,Pinneberg,Landkreis,2013,5.4,75.3,44.1,26.4,NA
01056,Pinneberg,Landkreis,2014,5.4,NA,44.3,26.6,NA
01056,Pinneberg,Landkreis,2015,5.2,NA,44.4,26.8,NA
01056,Pinneberg,Landkreis,2016,5.2,NA,44.4,28.1,NA
01056,Pinneberg,Landkreis,2017,5,78.1,44.4,29.2,0
01057,Plön,Landkreis,1998,8.9,84.8,40.5,NA,NA
01057,Plön,Landkreis,1999,8.4,NA,40.7,NA,NA
01057,Plön,Landkreis,2000,7.3,NA,41,13.7,NA
01057,Plön,Landkreis,2001,7.5,NA,41.3,13.6,NA
01057,Plön,Landkreis,2002,7.7,83.3,41.6,13.6,NA
01057,Plön,Landkreis,2003,8.9,NA,41.9,14.1,NA
01057,Plön,Landkreis,2004,9.2,NA,42.3,14.8,NA
01057,Plön,Landkreis,2005,9.8,81.3,42.7,14.7,NA
01057,Plön,Landkreis,2006,9,NA,43.1,15.2,NA
01057,Plön,Landkreis,2007,7.6,NA,43.5,15.7,NA
01057,Plön,Landkreis,2008,7,NA,43.9,16,NA
01057,Plön,Landkreis,2009,6.8,75.9,44.3,15.9,NA
01057,Plön,Landkreis,2010,6.3,NA,44.7,16.4,NA
01057,Plön,Landkreis,2011,6.1,NA,45.3,18.7,NA
01057,Plön,Landkreis,2012,5.7,NA,45.7,18.1,NA
01057,Plön,Landkreis,2013,5.6,76.2,46,19.5,NA
01057,Plön,Landkreis,2014,5.7,NA,46.3,19.5,NA
01057,Plön,Landkreis,2015,5.5,NA,46.3,18.8,NA
01057,Plön,Landkreis,2016,5.4,NA,46.5,19.3,NA
01057,Plön,Landkreis,2017,5,79.6,46.7,21.2,1
01058,Rendsburg-Eckernförde,Landkreis,1998,9.6,82.6,39.9,NA,NA
01058,Rendsburg-Eckernförde,Landkreis,1999,9,NA,40.1,NA,NA
01058,Rendsburg-Eckernförde,Landkreis,2000,7.7,NA,40.3,21.7,NA
01058,Rendsburg-Eckernförde,Landkreis,2001,7.4,NA,40.5,23.4,NA
01058,Rendsburg-Eckernförde,Landkreis,2002,7.4,81.2,40.8,23.8,NA
01058,Rendsburg-Eckernförde,Landkreis,2003,8,NA,41.1,23.3,NA
01058,Rendsburg-Eckernförde,Landkreis,2004,7.8,NA,41.4,22.3,NA
01058,Rendsburg-Eckernförde,Landkreis,2005,9.6,79.8,41.7,22.2,NA
01058,Rendsburg-Eckernförde,Landkreis,2006,7.5,NA,42.1,22.5,NA
01058,Rendsburg-Eckernförde,Landkreis,2007,6.4,NA,42.4,23.1,NA
01058,Rendsburg-Eckernförde,Landkreis,2008,5.6,NA,42.7,24.6,NA
01058,Rendsburg-Eckernförde,Landkreis,2009,6,74.5,43,23.1,NA
01058,Rendsburg-Eckernförde,Landkreis,2010,6,NA,43.4,24,NA
01058,Rendsburg-Eckernförde,Landkreis,2011,5.6,NA,43.8,25.8,NA
01058,Rendsburg-Eckernförde,Landkreis,2012,5.5,NA,44.2,28.7,NA
01058,Rendsburg-Eckernförde,Landkreis,2013,5.7,74.9,44.5,26.9,NA
01058,Rendsburg-Eckernförde,Landkreis,2014,5.5,NA,44.8,27.2,NA
01058,Rendsburg-Eckernförde,Landkreis,2015,5.2,NA,44.9,27.2,NA
01058,Rendsburg-Eckernförde,Landkreis,2016,4.9,NA,45,27.8,NA
01058,Rendsburg-Eckernförde,Landkreis,2017,4.9,78.2,45.2,29.1,1
01059,Schleswig-Flensburg,Landkreis,1998,8.9,81.8,39.6,NA,NA
01059,Schleswig-Flensburg,Landkreis,1999,8.1,NA,39.8,NA,NA
01059,Schleswig-Flensburg,Landkreis,2000,7.3,NA,40,18.6,NA
01059,Schleswig-Flensburg,Landkreis,2001,7.7,NA,40.3,18.7,NA
01059,Schleswig-Flensburg,Landkreis,2002,7.8,80.1,40.6,18.2,NA
01059,Schleswig-Flensburg,Landkreis,2003,8.6,NA,40.9,18.6,NA
01059,Schleswig-Flensburg,Landkreis,2004,8.7,NA,41.3,18.6,NA
01059,Schleswig-Flensburg,Landkreis,2005,10.2,78.6,41.7,18.5,NA
01059,Schleswig-Flensburg,Landkreis,2006,9.6,NA,42.1,18.5,NA
01059,Schleswig-Flensburg,Landkreis,2007,9.5,NA,42.4,19.4,NA
01059,Schleswig-Flensburg,Landkreis,2008,8.5,NA,42.7,20.5,NA
01059,Schleswig-Flensburg,Landkreis,2009,9,72.8,43,20.4,NA
01059,Schleswig-Flensburg,Landkreis,2010,9,NA,43.3,20.7,NA
01059,Schleswig-Flensburg,Landkreis,2011,8.5,NA,43.7,21.8,NA
01059,Schleswig-Flensburg,Landkreis,2012,8,NA,44.1,22.9,NA
01059,Schleswig-Flensburg,Landkreis,2013,7.7,73,44.5,23.9,NA
01059,Schleswig-Flensburg,Landkreis,2014,7.3,NA,44.8,25.1,NA
01059,Schleswig-Flensburg,Landkreis,2015,6.7,NA,44.9,25.1,NA
01059,Schleswig-Flensburg,Landkreis,2016,6.2,NA,45,25.5,NA
01059,Schleswig-Flensburg,Landkreis,2017,6,76.5,45.1,26.8,1
01060,Segeberg,Landkreis,1998,8,82.1,39.5,NA,NA
01060,Segeberg,Landkreis,1999,7.5,NA,39.7,NA,NA
01060,Segeberg,Landkreis,2000,6.7,NA,39.9,23.7,NA
01060,Segeberg,Landkreis,2001,6.6,NA,40.1,24.2,NA
01060,Segeberg,Landkreis,2002,7.1,80.6,40.4,23.4,NA
01060,Segeberg,Landkreis,2003,8,NA,40.6,23.2,NA
01060,Segeberg,Landkreis,2004,7.9,NA,41,23.6,NA
01060,Segeberg,Landkreis,2005,8.4,79.2,41.3,23.7,NA
01060,Segeberg,Landkreis,2006,7.5,NA,41.6,24.7,NA
01060,Segeberg,Landkreis,2007,6.1,NA,41.9,24.7,NA
01060,Segeberg,Landkreis,2008,5.1,NA,42.2,26.7,NA
01060,Segeberg,Landkreis,2009,5.5,72.9,42.6,25.8,NA
01060,Segeberg,Landkreis,2010,5.4,NA,42.8,25.4,NA
01060,Segeberg,Landkreis,2011,5,NA,43.3,26.3,NA
01060,Segeberg,Landkreis,2012,4.8,NA,43.6,27.3,NA
01060,Segeberg,Landkreis,2013,5.1,73.4,43.9,28,NA
01060,Segeberg,Landkreis,2014,5,NA,44.1,29,NA
01060,Segeberg,Landkreis,2015,4.8,NA,44.2,30,NA
01060,Segeberg,Landkreis,2016,4.8,NA,44.2,30.3,NA
01060,Segeberg,Landkreis,2017,4.7,76.5,44.3,31.9,1
01061,Steinburg,Landkreis,1998,9.7,81.5,40,NA,NA
01061,Steinburg,Landkreis,1999,9.3,NA,40.2,NA,NA
01061,Steinburg,Landkreis,2000,8.5,NA,40.4,23.5,NA
01061,Steinburg,Landkreis,2001,8.6,NA,40.6,24.4,NA
01061,Steinburg,Landkreis,2002,9.2,79.9,40.8,22,NA
01061,Steinburg,Landkreis,2003,10.4,NA,41,22.4,NA
01061,Steinburg,Landkreis,2004,11,NA,41.3,22.3,NA
01061,Steinburg,Landkreis,2005,11.6,77.8,41.7,25.5,NA
01061,Steinburg,Landkreis,2006,9.8,NA,42.1,24.1,NA
01061,Steinburg,Landkreis,2007,7.5,NA,42.4,25.2,NA
01061,Steinburg,Landkreis,2008,5.8,NA,42.7,29.2,NA
01061,Steinburg,Landkreis,2009,6.1,71.1,43,27,NA
01061,Steinburg,Landkreis,2010,6.3,NA,43.4,28.9,NA
01061,Steinburg,Landkreis,2011,6.1,NA,43.9,29,NA
01061,Steinburg,Landkreis,2012,5.9,NA,44.2,29.5,NA
01061,Steinburg,Landkreis,2013,6.1,71.5,44.5,30,NA
01061,Steinburg,Landkreis,2014,6.3,NA,44.8,30.6,NA
01061,Steinburg,Landkreis,2015,6.4,NA,44.8,30.3,NA
01061,Steinburg,Landkreis,2016,6.3,NA,44.9,31.6,NA
01061,Steinburg,Landkreis,2017,6.1,74.8,45.1,31.9,1
01062,Stormarn,Landkreis,1998,7.1,84.8,41,NA,NA
01062,Stormarn,Landkreis,1999,6.6,NA,41.2,NA,NA
01062,Stormarn,Landkreis,2000,5.8,NA,41.4,24,NA
01062,Stormarn,Landkreis,2001,5.8,NA,41.6,24.1,NA
01062,Stormarn,Landkreis,2002,6.3,83.9,41.8,23.4,NA
01062,Stormarn,Landkreis,2003,6.9,NA,42.1,23.7,NA
01062,Stormarn,Landkreis,2004,7,NA,42.4,25.5,NA
01062,Stormarn,Landkreis,2005,7.7,81.9,42.7,26.3,NA
01062,Stormarn,Landkreis,2006,6.5,NA,43,26.5,NA
01062,Stormarn,Landkreis,2007,4.8,NA,43.2,27.3,NA
01062,Stormarn,Landkreis,2008,4.1,NA,43.4,28.8,NA
01062,Stormarn,Landkreis,2009,4.6,76.2,43.6,27.5,NA
01062,Stormarn,Landkreis,2010,4.4,NA,43.8,28,NA
01062,Stormarn,Landkreis,2011,4.1,NA,44.1,28.5,NA
01062,Stormarn,Landkreis,2012,4.1,NA,44.3,29.9,NA
01062,Stormarn,Landkreis,2013,4.2,76.8,44.5,29.4,NA
01062,Stormarn,Landkreis,2014,4,NA,44.7,30.9,NA
01062,Stormarn,Landkreis,2015,3.8,NA,44.7,31.5,NA
01062,Stormarn,Landkreis,2016,3.6,NA,44.8,32.9,NA
01062,Stormarn,Landkreis,2017,3.4,80.4,45,33.5,0
02000,"Hamburg, Stadt",krsfr. Stadt,1998,11.3,80.2,41.2,NA,NA
02000,"Hamburg, Stadt",krsfr. Stadt,1999,10.4,NA,41.3,NA,NA
02000,"Hamburg, Stadt",krsfr. Stadt,2000,8.9,NA,41.3,45.5,NA
02000,"Hamburg, Stadt",krsfr. Stadt,2001,8.3,NA,41.3,47.8,NA
02000,"Hamburg, Stadt",krsfr. Stadt,2002,9,78.9,41.4,48.5,NA
02000,"Hamburg, Stadt",krsfr. Stadt,2003,9.9,NA,41.5,48.6,NA
02000,"Hamburg, Stadt",krsfr. Stadt,2004,9.7,NA,41.5,49.6,NA
02000,"Hamburg, Stadt",krsfr. Stadt,2005,11.3,76.7,41.6,50.4,NA
02000,"Hamburg, Stadt",krsfr. Stadt,2006,11,NA,41.7,50.8,NA
02000,"Hamburg, Stadt",krsfr. Stadt,2007,9.2,NA,41.7,52.2,NA
02000,"Hamburg, Stadt",krsfr. Stadt,2008,8.1,NA,41.8,53.7,NA
02000,"Hamburg, Stadt",krsfr. Stadt,2009,8.6,70.5,41.9,51.7,NA
02000,"Hamburg, Stadt",krsfr. Stadt,2010,8.2,NA,41.9,52.9,NA
02000,"Hamburg, Stadt",krsfr. Stadt,2011,7.8,NA,42,55.8,NA
02000,"Hamburg, Stadt",krsfr. Stadt,2012,7.5,NA,42,56.5,NA
02000,"Hamburg, Stadt",krsfr. Stadt,2013,7.4,69.5,42,58.5,NA
02000,"Hamburg, Stadt",krsfr. Stadt,2014,7.6,NA,42,59.5,NA
02000,"Hamburg, Stadt",krsfr. Stadt,2015,7.4,NA,41.9,61.7,NA
02000,"Hamburg, Stadt",krsfr. Stadt,2016,7.1,NA,41.7,61.7,NA
02000,"Hamburg, Stadt",krsfr. Stadt,2017,6.8,75.4,41.7,63.6,0
03101,"Braunschweig, Stadt",krsfr. Stadt,1998,13.4,82.3,42.1,NA,NA
03101,"Braunschweig, Stadt",krsfr. Stadt,1999,12.1,NA,42.2,NA,NA
03101,"Braunschweig, Stadt",krsfr. Stadt,2000,11.2,NA,42.4,32,NA
03101,"Braunschweig, Stadt",krsfr. Stadt,2001,10.8,NA,42.4,32.2,NA
03101,"Braunschweig, Stadt",krsfr. Stadt,2002,11.3,79.1,42.5,32,NA
03101,"Braunschweig, Stadt",krsfr. Stadt,2003,11.8,NA,42.7,32.9,NA
03101,"Braunschweig, Stadt",krsfr. Stadt,2004,11.7,NA,42.7,33.8,NA
03101,"Braunschweig, Stadt",krsfr. Stadt,2005,13.2,77.4,42.9,33.9,NA
03101,"Braunschweig, Stadt",krsfr. Stadt,2006,12,NA,43,35.1,NA
03101,"Braunschweig, Stadt",krsfr. Stadt,2007,10.5,NA,43,36.4,NA
03101,"Braunschweig, Stadt",krsfr. Stadt,2008,9.2,NA,43.1,37,NA
03101,"Braunschweig, Stadt",krsfr. Stadt,2009,9.3,72.9,43.1,35.5,NA
03101,"Braunschweig, Stadt",krsfr. Stadt,2010,8.9,NA,43.1,37.5,NA
03101,"Braunschweig, Stadt",krsfr. Stadt,2011,8.1,NA,43.1,40.8,NA
03101,"Braunschweig, Stadt",krsfr. Stadt,2012,7.4,NA,43.1,41.2,NA
03101,"Braunschweig, Stadt",krsfr. Stadt,2013,7.1,73.4,43.2,41.5,NA
03101,"Braunschweig, Stadt",krsfr. Stadt,2014,6.8,NA,43.2,43.8,NA
03101,"Braunschweig, Stadt",krsfr. Stadt,2015,6.5,NA,43.1,42.8,NA
03101,"Braunschweig, Stadt",krsfr. Stadt,2016,6.1,NA,43.3,47.5,NA
03101,"Braunschweig, Stadt",krsfr. Stadt,2017,5.8,76.4,43.4,49.9,0
03102,"Salzgitter, Stadt",krsfr. Stadt,1998,16.3,81.3,41.2,NA,NA
03102,"Salzgitter, Stadt",krsfr. Stadt,1999,14.6,NA,41.4,NA,NA
03102,"Salzgitter, Stadt",krsfr. Stadt,2000,13,NA,41.7,32.4,NA
